PX,Main,Midblock Route,Side 1 Route,Side 2 Route,Activation Date,latitude,longitude,Count Date,8HrVehVol,8HrPedVol
115,ORIOLE PKWY,,CHAPLIN CRES,,28-Jul-1950,43.6978798,-79.403231,1/19/2012,14059,655
116,AVENUE RD,,CHAPLIN CRES,,12-Sep-1948,43.698761,-79.406076,4/11/2012,19127,601
120,AVENUE RD,,FAIRLAWN AVE,,31-Jan-1958,43.7279,-79.417894,1/23/2012,20920,1089
125,YONGE ST,,SHEPPARD AVE,,31-Jan-1958,43.7615144,-79.410903,10/3/2012,40033,8093
127,YONGE ST,,CHURCH AVE,CHURCHILL AVE,27-Jul-1960,43.773798,-79.414034,6/12/2012,24696,3626
129,YONGE ST,,CUMMER AVE,DREWRY AVE,31-Jan-1958,43.7870804,-79.417327,6/7/2012,28980,3086
163,KINGSTON RD,,DUNDAS ST E,DIXON AVE,03-Mar-1953,43.669951,-79.311169,10/9/2012,10454,1022
166,UNIVERSITY AVE,,ARMOURY ST,,17-Sep-1965,43.653099,-79.387585,7/26/2012,24140,4665
169,BAYVIEW AVE,,MOORE AVE,,15-Mar-1960,43.6967298,-79.371732,1/4/2012,19640,749
173,AVENUE RD,,EDMUND AVE,,16-Aug-1965,43.6825716,-79.39976,1/26/2012,21979,540
179,BAYVIEW AVE,,BROADWAY AVE,,10-May-1961,43.7139,-79.377589,6/19/2012,20387,531
180,DUNDAS ST W,,OSSINGTON AVE,,09-Apr-1929,43.6493419,-79.42078,2/29/2012,13139,5147
182,DUNDAS ST W,,DOVERCOURT RD,,16-May-1955,43.6494457,-79.424738,3/20/2012,14775,3301
184,YORKLAND RD,,HERONS HILL WAY,PRIVATE ACCESS,25-Jun-1981,43.7744125,-79.337132,7/16/2012,9900,840
188,DUNDAS ST W,,KEELE ST,,07-Apr-1928,43.6653881,-79.464561,3/1/2012,18479,1954
188,DUNDAS ST W,,KEELE ST,,07-Apr-1928,43.6653881,-79.464561,10/27/2012,17371,1183
188,DUNDAS ST W,,KEELE ST,,07-Apr-1928,43.6653881,-79.464561,11/15/2012,22749,3435
191,EGLINTON AVE E,,BELLAMY RD N,PRIVATE ACCESS,18-May-1965,43.740245,-79.232044,3/28/2012,15975,1508
192,EGLINTON AVE E,,MCCOWAN RD,,28-Oct-1966,43.7388424,-79.238405,3/1/2012,18352,987
201,KING ST W,,BATHURST ST,,15-Jun-1928,43.643904,-79.40267,5/8/2012,22456,7353
203,LAKE SHORE BLVD E,,LOWER SHERBOURNE ST,,26-Feb-1953,43.6463414,-79.366079,8/21/2012,15580,752
203,LAKE SHORE BLVD E,,LOWER SHERBOURNE ST,,26-Feb-1953,43.6463414,-79.366079,8/25/2012,23160,1893
205,LAKE SHORE BLVD W,,YORK ST,,01-Jan-1958,43.6416093,-79.380953,5/3/2012,22367,6966
205,LAKE SHORE BLVD W,,YORK ST,,01-Jan-1958,43.6416093,-79.380953,8/18/2012,19163,4578
205,LAKE SHORE BLVD W,,YORK ST,,01-Jan-1958,43.6416093,-79.380953,8/21/2012,24814,7285
207,LAKE SHORE BLVD E,,CARLAW AVE,,20-Jun-1966,43.655081,-79.337519,10/15/2012,31363,624
208,LAKE SHORE BLVD E,,DON ROADWAY,DON VALLEY PARKWAY N,22-Nov-1963,43.6510701,-79.346973,8/11/2012,8615,109
208,LAKE SHORE BLVD E,,DON ROADWAY,DON VALLEY PARKWAY N,22-Nov-1963,43.6510701,-79.346973,8/14/2012,10192,94
209,LAKE SHORE BLVD E,,PARLIAMENT ST,,24-Oct-1950,43.6477572,-79.361271,8/11/2012,12658,594
209,LAKE SHORE BLVD E,,PARLIAMENT ST,,24-Oct-1950,43.6477572,-79.361271,8/16/2012,15771,601
210,LAKE SHORE BLVD E,,LOWER JARVIS ST,,05-May-1950,43.645501,-79.369794,8/22/2012,24068,1210
210,LAKE SHORE BLVD E,,LOWER JARVIS ST,,05-May-1950,43.645501,-79.369794,8/25/2012,22735,1895
211,YONGE ST,,LAKE SHORE BLVD W,,15-Mar-1932,43.644197,-79.3758602,8/23/2012,20630,5749
211,YONGE ST,,LAKE SHORE BLVD W,,15-Mar-1932,43.644197,-79.3758602,9/8/2012,10520,2020
212,LAKE SHORE BLVD W,,BAY ST,,14-Mar-1932,43.64317,-79.37791,7/28/2012,12415,9117
212,LAKE SHORE BLVD W,,BAY ST,,14-Mar-1932,43.64317,-79.37791,8/22/2012,17008,13149
215,LAKE SHORE BLVD W,,SPADINA AVE,LOWER SPADINA AVE,12-Sep-1948,43.638474,-79.392196,8/23/2012,35010,2839
215,LAKE SHORE BLVD W,,SPADINA AVE,LOWER SPADINA AVE,12-Sep-1948,43.638474,-79.392196,10/6/2012,24526,854
217,EGLINTON AVE E,,FALMOUTH AVE,GILDER DR,23-Aug-1966,43.735594,-79.253201,3/28/2012,20253,1345
218,LAKE SHORE BLVD W,,BURLINGTON ST,,24-May-1967,43.6172919,-79.487299,4/26/2012,8691,602
223,RICHMOND ST E,,PARLIAMENT ST,,11-Jun-1964,43.6545488,-79.363998,3/12/2012,14745,1642
226,LAKE SHORE BLVD W,,PARKSIDE DR,,01-Mar-1949,43.638362,-79.45353,12/3/2012,30849,71
229,LAKE SHORE BLVD W,,WINDERMERE AVE,PRIVATE ACCESS,04-Dec-1955,43.635079,-79.468076,11/14/2012,39052,439
230,LAKE SHORE BLVD W,,PARK LAWN RD,MARINE PARADE DR,31-Jan-1958,43.62300547,-79.48114336,4/26/2012,16861,195
231,LAKE SHORE BLVD W,,SUPERIOR AVE,,31-Jan-1958,43.6149403,-79.488612,4/26/2012,9228,2931
233,LAKE SHORE BLVD W,,ROYAL YORK RD,,01-Jan-1960,43.6036287,-79.493109,4/26/2012,8298,602
256,SHERBOURNE ST,,RICHMOND ST E,,16-Mar-1962,43.6533796,-79.369114,7/11/2012,15564,5520
257,QUEEN ST E,,SHERBOURNE ST,,17-Sep-1928,43.6545313,-79.36944,7/12/2012,11522,4268
261,SHERBOURNE ST,,WELLESLEY ST E,,19-Oct-1948,43.6670664,-79.374656,9/4/2012,13302,4262
267,RICHMOND ST W,,DUNCAN ST,,14-Dec-1965,43.6495146,-79.389134,7/11/2012,8831,5417
270,ADELAIDE ST W,,PETER ST,,11-Dec-1963,43.6473011,-79.392799,8/7/2012,10166,6285
271,BLOOR ST W,,ST GEORGE ST,,31-Jul-1928,43.6675098,-79.399815,5/31/2012,13146,11938
272,SPADINA AVE,,FRONT ST W,,29-Dec-1943,43.6427079,-79.393895,8/22/2012,22616,7070
275,SPADINA AVE,,RICHMOND ST W,,14-Dec-1961,43.6479018,-79.396023,8/2/2012,18437,13015
276,SPADINA AVE,,QUEEN ST W,,15-Jun-1927,43.6487315,-79.396364,9/27/2012,24813,11218
278,SPADINA AVE,,NASSAU ST,,31-May-1952,43.655859,-79.399205,8/22/2012,6586,7440
280,SPADINA AVE,,HARBORD ST,,12-Mar-1948,43.6630646,-79.402104,2/7/2012,17579,7679
281,BLOOR ST W,,SPADINA AVE,SPADINA RD,23-Jul-1928,43.6666551,-79.403803,5/23/2012,21600,12126
294,DANFORTH AVE,,BROADVIEW AVE,,16-Jul-1928,43.6761964,-79.358828,7/10/2012,24527,4662
298,BATHURST ST,,RICHMOND ST W,,10-Mar-1961,43.646453,-79.403717,3/14/2012,13743,3626
303,BATHURST ST,,HARBORD ST,,09-Mar-1929,43.6615152,-79.409748,2/13/2012,24936,3383
304,BATHURST ST,,BARTON AVE,,13-Dec-1957,43.6681481,-79.412374,2/21/2012,19858,3123
309,BATHURST ST,,ROSELAWN AVE,ELM RIDGE DR,01-Jan-1967,43.7052047,-79.426346,10/22/2012,17781,782
315,BATHURST ST,,PRINCE CHARLES DR,FAIRLAWN AVE,31-Jan-1958,43.7249548,-79.431053,4/26/2012,17900,396
318,BATHURST ST,,JOICEY BLVD,MARQUETTE AVE,01-Jan-1959,43.7339965,-79.433194,5/9/2012,20829,1825
321,BLOOR ST W,,BATHURST ST,,07-Apr-1928,43.665132,-79.411205,6/20/2012,17497,4307
325,DUFFERIN ST,,BLOOR ST W,,09-Sep-1929,43.6598765,-79.435333,4/4/2012,22029,9878
328,BLOOR ST W,,KEELE ST,PARKSIDE DR,08-Feb-1928,43.6546856,-79.459966,5/29/2012,22530,2649
329,BLOOR ST W,,HIGH PARK AVE,COLBORNE LODGE DR,14-Jul-1941,43.6535154,-79.465232,3/6/2012,18925,1773
330,BLOOR ST W,,CLENDENAN AVE,,12-Dec-1952,43.6525024,-79.470007,5/28/2012,11813,1627
333,BLOOR ST W,,JANE ST,,12-Sep-1948,43.6493312,-79.484452,3/5/2012,17507,2516
334,BLOOR ST W,,SOUTH KINGSWAY,,01-Jan-1967,43.648304,-79.485695,11/29/2012,16133,1004
335,BLOOR ST W,,OLD MILL TRL,,31-Jan-1958,43.6496427,-79.495413,5/28/2012,14936,467
336,BLOOR ST W,,THE KINGSWAY,OLD MILL RD,08-Mar-1961,43.6500629,-79.499278,9/19/2012,15105,419
338,BLOOR ST W,,ROYAL YORK RD,,12-Dec-1958,43.6473438,-79.511352,5/31/2012,26025,4986
341,BLOOR ST W,,OSSINGTON AVE,,15-Jun-1928,43.6619709,-79.4256122,5/31/2012,15996,4668
362,GERRARD ST E,,MALVERN AVE,,20-Apr-1960,43.6851543,-79.294787,4/24/2012,11353,300
365,GERRARD ST E,,WOODBINE AVE,,01-Mar-1948,43.6808578,-79.31078,6/4/2012,16914,1435
374,BROADVIEW AVE,,GERRARD ST E,,15-Aug-1928,43.6654793,-79.352604,3/12/2012,10982,5053
382,DAVENPORT RD,,DUPONT ST,,19-Aug-1929,43.6757919,-79.402557,7/26/2012,17098,946
383,DAVENPORT RD,,KENDAL AVE,WALMER RD,19-Nov-1948,43.6768327,-79.410337,4/30/2012,19157,1078
391,OLD WESTON RD,,DAVENPORT RD,,06-Dec-1959,43.6710913,-79.462297,11/3/2012,8141,249
391,OLD WESTON RD,,DAVENPORT RD,,06-Dec-1959,43.6710913,-79.462297,11/15/2012,8447,204
395,WESTON RD,,ROGERS RD,PRIVATE ACCESS,31-Jan-1958,43.681591,-79.476745,11/15/2012,24380,2705
414,LAWRENCE AVE E,,BRIMLEY RD,,01-Jun-1960,43.75349,-79.255361,9/18/2012,33219,2527
415,LAWRENCE AVE E,,BARRYMORE RD,,11-Aug-1961,43.7543,-79.25153,2/2/2012,16451,565
438,EGLINTON AVE W,,ROSTREVOR RD,,19-Apr-1977,43.7003,-79.42881,3/21/2012,16642,1248
449,O CONNOR DR,,VICTORIA PARK AVE,EGLINTON SQ,31-Jan-1958,43.72338,-79.30207,3/8/2012,25115,2477
451,EGLINTON AVE E,,VICTORIA PARK AVE,,31-Jan-1958,43.72474,-79.30264,2/28/2012,37357,2774
452,EGLINTON AVE E,,PHARMACY AVE,,31-Jan-1958,43.72566,-79.29747,2/27/2012,33335,1396
453,EGLINTON AVE E,,LESLIE ST,,15-Nov-1958,43.71703,-79.3499,5/22/2012,37700,189
457,EGLINTON AVE E,,SINNOTT RD,,28-Nov-1995,43.72938,-79.2807,4/26/2012,19797,672
459,EGLINTON AVE E,,IONVIEW RD,PRIVATE ACCESS,14-Jun-1964,43.73148,-79.2712,4/3/2012,18929,585
461,EGLINTON AVE E,,MIDLAND AVE,,21-Jul-1958,43.73455,-79.2581,3/28/2012,30334,2723
462,EGLINTON AVE E,,BRIMLEY RD,,31-Jan-1958,43.73672,-79.24806,3/29/2012,27971,2174
464,EGLINTON AVE W,,HARVIE AVE,RONALD AVE,21-Jul-1964,43.69414,-79.45725,11/12/2012,11503,588
465,EGLINTON AVE W,,CALEDONIA RD,,31-Jan-1958,43.69302,-79.46219,10/15/2012,18790,1678
466,EGLINTON AVE W,,RICHARDSON AVE,,14-Oct-1964,43.69097,-79.47149,10/29/2012,14227,912
467,EGLINTON AVE W,,KEELE ST,TRETHEWEY DR,31-Jan-1958,43.69017,-79.47501,2/28/2012,27089,5220
467,EGLINTON AVE W,,KEELE ST,TRETHEWEY DR,31-Jan-1958,43.69017,-79.47501,10/22/2012,30036,3077
468,EGLINTON AVE W,,WESTON RD,,31-Jan-1958,43.68698,-79.48951,3/1/2012,22533,2203
472,PHARMACY AVE,,ST CLAIR AVE E,,31-Jan-1958,43.70987,-79.29093,5/14/2012,23763,1477
476,ST CLAIR AVE E,,MIDLAND AVE,,27-Jun-1962,43.71873,-79.25126,4/12/2012,14597,442
478,ST CLAIR AVE W,,RUSSELL HILL RD,,15-Apr-1953,43.68532,-79.40789,1/9/2012,11716,834
481,YONGE ST,,AVONDALE AVE,FLORENCE AVE,05-May-1965,43.75819,-79.41013,10/4/2012,39574,2232
487,ST CLAIR AVE W,,OAKWOOD AVE,,30-Aug-1929,43.67958,-79.43578,12/20/2012,15864,4316
490,ST CLAIR AVE W,,CALEDONIA RD,CALEDONIA PARK RD,20-Oct-1948,43.67534,-79.45476,11/3/2012,18259,1825
490,ST CLAIR AVE W,,CALEDONIA RD,CALEDONIA PARK RD,20-Oct-1948,43.67534,-79.45476,11/15/2012,18316,2425
492,ST CLAIR AVE W,,OLD WESTON RD,,31-Jul-1941,43.67353,-79.46302,3/19/2012,17754,3262
492,ST CLAIR AVE W,,OLD WESTON RD,,31-Jul-1941,43.67353,-79.46302,10/27/2012,16900,1571
492,ST CLAIR AVE W,,OLD WESTON RD,,31-Jul-1941,43.67353,-79.46302,11/15/2012,17540,2068
493,ST CLAIR AVE W,,KEELE ST,WESTON RD,21-Dec-1939,43.67254,-79.46762,3/19/2012,23277,2736
493,ST CLAIR AVE W,,KEELE ST,WESTON RD,21-Dec-1939,43.67254,-79.46762,11/3/2012,20650,2360
493,ST CLAIR AVE W,,KEELE ST,WESTON RD,21-Dec-1939,43.67254,-79.46762,11/15/2012,21634,2531
498,ST CLAIR AVE E,,AVOCA AVE,,25-Sep-1968,43.68896,-79.389878,1/3/2012,12898,1261
509,BLOOR ST W,,BRUNSWICK AVE,,14-Nov-1967,43.66591,-79.40743,5/22/2012,9847,4594
510,BLOOR ST W,,BEDFORD RD,,19-Feb-1968,43.66803,-79.39736,4/18/2012,12624,9342
531,JANE ST,,FALSTAFF AVE,GORDON MACKAY RD,14-Dec-1967,43.71544,-79.50715,11/20/2012,26241,1354
533,SHEPPARD AVE W,,JANE ST,,11-Dec-1964,43.73942,-79.51319,2/1/2012,23026,2043
556,QUEEN ST W,,DOVERCOURT RD,,28-Feb-1951,43.64351,-79.4224,3/14/2012,10043,1734
559,QUEEN ST W,,KING ST W,RONCESVALLES AVE,01-Jan-1959,43.63871,-79.44619,1/17/2012,11428,2278
572,CHURCH ST,,ISABELLA ST,,07-Dec-1967,43.66835,-79.38203,4/17/2012,9819,3030
575,KEELE ST,,GLENLAKE AVE,,10-Nov-1967,43.65832,-79.4615,6/28/2012,14910,1487
589,WESTON RD,,FINCH AVE W,,14-Oct-1964,43.7521,-79.54242,5/15/2012,34999,3894
605,COLLEGE ST,,DUFFERIN ST,,19-Nov-1948,43.6525538,-79.432536,3/19/2012,15506,4949
606,DUFFERIN ST,72m NORTH OF,SYLVAN AVE,PRIVATE ACCESS,06-Jun-1963,43.6552105,-79.433568,2/15/2012,14747,2104
609,DUFFERIN ST,,HOPE ST,,02-May-1968,43.6823708,-79.444848,6/13/2012,12296,641
612,DUFFERIN ST,,CASTLEFIELD AVE,,04-Aug-1965,43.7007517,-79.451768,11/12/2012,21591,937
614,DUFFERIN ST,,ORFUS RD,,20-Mar-1959,43.720449,-79.456104,2/2/2012,20152,1329
629,DON MILLS RD,,ESTERBROOKE AVE,FAIRVIEW MALL DR,01-Nov-1974,43.7791002,-79.348727,7/3/2012,22705,3176
637,WESTON RD,,BRADSTOCK RD,PRIVATE ACCESS,09-Apr-1968,43.7389792,-79.5394628,4/30/2012,12974,1048
639,YONGE ST,,401 C W YONGE ST S RAMP,,24-May-1966,43.75484,-79.40884,6/25/2012,42568,10
640,DUNDAS ST W,,SORAUREN AVE,,05-Apr-1969,43.6511963,-79.445285,3/22/2012,11162,697
655,DAWES RD,,GOWER ST,,01-Jan-1957,43.7022923,-79.296947,5/17/2012,7243,1177
660,WOODBINE AVE,,LUMSDEN AVE,MORTIMER AVE,31-Jan-1958,43.6927726,-79.315855,10/9/2012,14792,1262
680,OVERLEA BLVD,,THORNCLIFFE PARK DR,,01-Jan-1963,43.705011,-79.349824,12/12/2012,14180,2178
683,MILLWOOD RD,,MCRAE DR,,01-Jan-1963,43.704803,-79.368108,7/5/2012,7982,976
684,MILLWOOD RD,,SUTHERLAND DR,,01-Jan-1963,43.7035751,-79.3643727,10/23/2012,5206,581
692,KENNEDY RD,,PROGRESS AVE,GLAMORGAN AVE,11-Sep-1969,43.76943,-79.28226,9/12/2012,28488,1755
692,KENNEDY RD,,PROGRESS AVE,GLAMORGAN AVE,11-Sep-1969,43.76943,-79.28226,11/15/2012,29981,1487
718,REXDALE BLVD,,BERGAMOT AVE,PRIVATE ACCESS,08-Jul-1968,43.71336,-79.55972,3/1/2012,12051,274
719,ELLESMERE RD,,MORNINGSIDE AVE,,09-Mar-1968,43.78535,-79.19337,2/16/2012,16830,3555
720,EGLINTON AVE W,,CASTLE KNOCK RD,,31-Jul-1969,43.70397,-79.41167,3/21/2012,10687,1811
722,WARDEN AVE,,BAMBURGH CRCL,,23-Jul-1984,43.81165,-79.32339,1/30/2012,16977,1189
770,DWIGHT AVE,,BIRMINGHAM ST,MURRIE ST,15-May-1964,43.60485,-79.49897,10/17/2012,3813,488
771,DWIGHT AVE,,NEW TORONTO ST,STRUTHERS ST,15-Sep-1963,43.60816,-79.50034,10/18/2012,3348,203
772,EGLINTON AVE W,,WILLIAM R ALLEN RD S,PRIVATE ACCESS,09-Aug-1976,43.6987,-79.43643,5/16/2012,22965,3622
772,EGLINTON AVE W,,WILLIAM R ALLEN RD S,PRIVATE ACCESS,09-Aug-1976,43.6987,-79.43643,10/22/2012,26562,5466
784,EGLINTON AVE W,,SCARLETT RD,,27-Nov-1970,43.68393,-79.51135,4/3/2012,30185,821
792,BLOOR ST W,,THE EAST MALL,,11-Dec-1965,43.63695,-79.5567,9/18/2012,29287,742
795,WESTON RD,,GAYDON AVE,LILAC AVE,17-Dec-1969,43.72037,-79.53746,5/10/2012,19649,386
797,CALEDONIA RD,,CASTLEFIELD AVE,,23-Oct-1962,43.69846,-79.46351,10/22/2012,17695,330
830,COLLEGE ST,,DOVERCOURT RD,,10-Aug-1948,43.65364,-79.42638,2/28/2012,13572,2623
836,OSSINGTON AVE,,HARBORD ST,,20-Sep-1956,43.65854,-79.42431,4/26/2012,11364,894
837,ST GEORGE ST,,WILLCOCKS ST,,24-Jan-1963,43.6621,-79.3976,2/6/2012,5840,5051
840,DUPONT ST,,SPADINA RD,,07-Mar-1941,43.67488,-79.40711,1/11/2012,20027,3189
849,HALLAM ST,,DOVERCOURT RD,,16-Jun-1961,43.6671718,-79.4316982,6/14/2012,7058,1267
851,LANSDOWNE AVE,,WALLACE AVE,,27-Nov-1961,43.6623561,-79.4444271,8/27/2012,10502,1974
854,DUPLEX AVE,,CASTLEFIELD AVE,,03-Jun-1954,43.71149,-79.40125,10/10/2012,7313,1144
855,DUPLEX AVE,,GLENGROVE AVE W,,04-Jul-1953,43.718891,-79.403949,10/22/2012,6313,720
856,YONGE ST,,PATRICIA AVE,,16-Sep-1977,43.79026,-79.41813,7/3/2012,24599,1121
861,SHEPPARD AVE W,,ARROW RD,,01-Feb-1970,43.73574,-79.52934,2/1/2012,15976,77
864,VICTORIA PARK AVE,,CONSUMERS RD,MEADOWACRES DR,24-Aug-1971,43.77194,-79.32155,2/8/2012,30228,1232
870,FINCH AVE W,,NORFINCH DR,OAKDALE RD,27-Nov-1969,43.75597,-79.52428,9/25/2012,36041,1708
871,WARDEN AVE,,HUNTINGWOOD DR,,02-May-1970,43.7855,-79.31094,2/6/2012,20990,341
880,EGLINTON AVE W,,BLACKTHORN AVE,,08-Jun-1970,43.69198,-79.46535,3/1/2012,13658,1036
880,EGLINTON AVE W,,BLACKTHORN AVE,,08-Jun-1970,43.69198,-79.46535,10/15/2012,14756,743
883,DUNDAS ST W,,NEILSON DR,WEST MALL CRES,18-Sep-1969,43.62738,-79.56237,4/26/2012,31726,255
909,YONGE ST,,GOULD ST,,28-Aug-1984,43.65742,-79.38134,8/7/2012,6414,9036
910,BLOOR ST W,,SHAVER AVE N,SHAVER AVE S,30-Jul-1970,43.63904,-79.54776,9/19/2012,14424,333
922,PARLIAMENT ST,,WINCHESTER ST,,05-Jun-1971,43.66588,-79.36861,2/29/2012,8778,4496
924,BLOOR ST W,,MILL RD,,24-Jun-1970,43.6320546,-79.5751457,9/18/2012,11986,826
926,EGLINTON AVE W,,RENFORTH DR,,26-Jun-1970,43.66613,-79.5876,3/22/2012,27259,223
934,STEELES AVE E,,LESLIE ST,,23-Aug-1971,43.80856,-79.37245,3/1/2012,27003,137
942,WESTON RD,,OAK ST,PRIVATE ACCESS,14-Oct-1971,43.70777,-79.53354,1/17/2012,17286,588
945,YONGE ST,,POYNTZ AVE,PRIVATE ACCESS,26-Aug-1987,43.75998,-79.41052,6/28/2012,31340,1530
989,PARK LAWN RD,,GARDINER E PARK LAWN RD RAMP,,20-Dec-1974,43.625648,-79.48615504,2/15/2012,12590,105
998,FINCH AVE W,,GOLDFINCH CRT,TORRESDALE AVE,26-Oct-1973,43.77233,-79.45093,12/17/2012,18577,1154
1011,EGLINTON AVE W,,BICKNELL AVE,MUNICIPAL DR,07-Sep-1973,43.68969,-79.47717,11/12/2012,16064,1035
1016,BLOOR ST W,,MARKLAND DR,,11-Jun-1973,43.63359229,-79.57075328,5/28/2012,11386,280
1022,DAVENPORT RD,,LAUGHTON AVE,,16-Oct-1973,43.67035,-79.45578,11/12/2012,8170,1293
