PX,Main,Midblock Route,Side 1 Route,Side 2 Route,Activation Date,latitude,longitude,Count Date,8HrVehVol,8HrPedVol
1751,DORIS AVE,,GREENFIELD AVE,,23-Dec-1996,43.76394,-79.40862,5/13/2013,10340,2845
1758,ELLESMERE RD,,BIRKDALE RD,PRIVATE ACCESS,18-Sep-1997,43.768958,-79.266512,5/16/2013,18269,550
1775,ELLESMERE RD,,PRINCIPAL RD,,19-Nov-1997,43.762607,-79.294705,1/23/2013,17232,36
1777,DUFFERIN ST,,GERRY FITZGERALD DR,PRIVATE ACCESS,28-Jul-2004,43.78384,-79.47014,7/30/2013,19133,923
1783,BEECROFT RD,,ELMHURST AVE,,12-Apr-1997,43.7626531,-79.4137887,5/2/2013,10844,1092
1801,DORIS AVE,,EMPRESS AVE,,09-Jan-1998,43.7697371,-79.4107908,5/2/2013,11120,3553
1812,BROADVIEW AVE,,HILLSIDE DR,PRIVATE ACCESS,16-Dec-1998,43.686,-79.35627,2/7/2013,8093,362
1814,MIDLAND AVE,,LOCKIE AVE,,16-Feb-1999,43.788943,-79.280036,1/22/2013,10076,676
1820,SHEPPARD AVE E,30m EAST OF,REIDMOUNT AVE,PRIVATE ACCESS,23-Mar-2001,43.784,-79.285,9/4/2013,17946,453
1821,POYNTZ AVE,,BEECROFT RD,,04-Aug-1999,43.75963,-79.41211,4/30/2013,6440,74
1843,COMMISSIONERS ST,,CARLAW AVE,PRIVATE ACCESS,27-Apr-2000,43.65265,-79.33556,4/22/2013,5309,28
1844,LESLIE ST,,COMMISSIONERS ST,NORTH SERVICE RD,27-Apr-2000,43.65655,-79.32635,4/22/2013,6556,67
1845,FRONT ST E,,GEORGE ST,GEORGE ST S,02-Nov-2000,43.649842,-79.37032,7/30/2013,7485,6045
1846,VICTORIA PARK AVE,,MUSGRAVE ST,PRIVATE ACCESS,25-Apr-2000,43.68795,-79.28697,8/7/2013,12033,1076
1848,FINCH AVE W,,WOODBINE DOWNS BLVD,HALESIA DR,22-Oct-2003,43.73376,-79.60673,7/31/2013,10162,624
1872,EGLINTON AVE E,,PRUDHAM GT,PRIVATE ACCESS,24-Nov-2000,43.72848,-79.28481,3/11/2013,19273,462
1876,ALNESS ST,,FLINT RD,,21-Nov-2000,43.7819227,-79.478151,2/5/2013,9916,36
1888,MOUNT PLEASANT RD,,GLENGOWAN RD,,27-Mar-2001,43.720386,-79.394925,1/21/2013,9463,165
1894,PARLIAMENT ST,,MILL ST,,23-May-2001,43.650192,-79.362162,8/13/2013,8833,3658
1895,LAWRENCE AVE W,,BLOSSOMFIELD DR,,11-Jun-2001,43.71524,-79.4484,6/17/2013,15437,568
1903,HIGHWAY 27,,ROYALCREST RD,,09-Dec-2001,43.74972,-79.61046,8/8/2013,16730,5
1912,KING ST W,,ATLANTIC AVE,,31-Jul-2003,43.64019,-79.42127,12/9/2013,12277,1830
1913,SHEPPARD AVE E,,BARBERRY PL,PRIVATE ACCESS,19-Dec-2002,43.76747,-79.385,6/18/2013,22825,1418
1921,ALBION RD,,CALSTOCK DR,,22-Jan-2002,43.73409,-79.55824,2/5/2013,10665,127
1923,O CONNOR DR,,FOUR OAKS GT,,12-Jun-2001,43.69676,-79.33421,1/8/2013,17289,104
1931,LESLIE ST,50m SOUTH OF,MOSLEY ST,PRIVATE ACCESS,27-Jun-2003,43.66014,-79.32885,5/27/2013,10614,836
1935,DUNDAS ST W,,HOWARD PARK AVE,LYND AVE,04-Dec-2003,43.65213,-79.44801,6/3/2013,11264,926
1941,COMSTOCK RD,,LEBOVIC AVE,,19-Oct-2005,43.72071,-79.28872,5/22/2013,7143,138
1948,LAWRENCE AVE E,135m WEST OF,BAYVIEW AVE,PRIVATE ACCESS,05-Nov-2002,43.72786,-79.38356,3/18/2013,12944,416
1949,LAWRENCE AVE E,,MILDENHALL RD,,12-Jul-1974,43.72845,-79.38654,6/10/2013,13912,243
1953,ALBION RD,,BENSTROW AVE,SANAGAN RD,28-May-2003,43.73908,-79.57618,2/19/2013,12912,420
1956,SHEPPARD AVE E,,BLUE RIDGE RD,,19-Dec-2002,43.76978,-79.37418,6/25/2013,22741,440
1957,HORNER AVE,,BETA ST,,12-Aug-2003,43.6032338,-79.5385002,5/15/2013,6526,350
1961,RICHMOND ST E,,GEORGE ST,,09-Dec-2003,43.6528157,-79.37157,8/13/2013,8880,2605
1977,DORIS AVE,,CHURCH AVE,,17-Oct-2003,43.77411,-79.41252,5/13/2013,10436,1230
1981,QUEEN ST W,,LANSDOWNE AVE,JAMESON AVE,28-Sep-2006,43.64056,-79.43699,5/15/2013,12715,5387
1982,FINCH AVE W,,BEECROFT RD,GREENVIEW AVE,21-Feb-2007,43.77917,-79.41849,5/15/2013,15640,1391
1996,BIRCHMOUNT RD,,ASHTONBEE RD,,19-Oct-2005,43.7328644,-79.2788977,1/31/2013,13113,86
2000,LAWRENCE AVE W,,DUCKWORTH ST,BLACKSTONE ST,02-Jul-2004,43.70364,-79.50002,6/14/2013,9487,401
2014,CHURCH ST,,THE ESPLANADE,,27-May-2004,43.6473,-79.37329,8/13/2013,4006,5271
2028,ST CLAIR AVE W,,MONDOVI GT,PRIVATE ACCESS,08-Nov-2004,43.6709,-79.47522,6/20/2013,11724,439
2065,BRIMLEY RD,,SHEDIAC RD,FRASERTON CRES,25-Oct-2007,43.74886,-79.25341,5/9/2013,12346,574
2066,ELLESMERE RD,,DUNDALK DR,WYE VALLEY RD,19-Dec-2006,43.76518,-79.28401,3/6/2013,19658,1298
2083,BLOOR ST W,,WALMER RD,ROBERT ST,03-Apr-2007,43.66637,-79.40533,8/15/2013,9135,11264
2108,LAWRENCE AVE W,,BROOKHAVEN DR,,17-Oct-2007,43.70437,-79.49665,6/24/2013,12510,670
2111,LAWRENCE AVE E,,BAYVIEW AVE NB RAMP,CHEDDINGTON PL,22-Jun-2009,43.72742866,-79.38183648,9/16/2013,7363,1250
2121,WESTON RD,,HABITANT DR,,08-Aug-2007,43.74602,-79.54112,4/17/2013,13562,405
2124,DUNDAS ST W,,CHESTNUT HILLS CRES,,26-Jul-2007,43.653,-79.52489,5/13/2013,16532,290
2141,WESTON RD,,BIRDSTONE CRES,,24-Oct-2007,43.67407321,-79.46955975,4/24/2013,15243,245
2145,EVANS AVE,,BESTOBELL RD,,04-Dec-2007,43.61257426,-79.54046146,7/31/2013,10961,127
2146,BELFIELD RD,,IRON ST,,27-Nov-2007,43.70059213,-79.58134471,2/13/2013,7643,59
2149,VICTORIA PARK AVE,170m NORTH OF,DENTON AVE,PRIVATE ACCESS,21-May-2010,43.69431442,-79.28959072,10/1/2013,9633,2089
2192,DORIS AVE,,BYNG AVE,,10-Dec-2009,43.77694,-79.41317,5/2/2013,7014,1718
2274,GERRARD ST E,,ST MATTHEWS RD,BLACKBURN ST,11-Sep-2012,43.66481,-79.35521,4/9/2013,8039,720
2299,BEECROFT RD,,CHURCHILL AVE,,30-Jul-2012,43.773312,-79.416196,5/2/2013,7449,560
2300,BEECROFT RD,,ELLERSLIE AVE,,30-Jul-2012,43.771165,-79.416588,5/2/2013,5833,282
2301,HUNTINGWOOD DR,,COMMANDER BLVD,,13-May-2013,43.798131,-79.269608,12/9/2013,8270,88
2305,BEECROFT RD,,KEMPFORD BLVD,,30-Jul-2012,43.77645,-79.41734,5/2/2013,5814,567
2306,YONGE ST,,ROXBOROUGH ST W,,20-Mar-2012,43.67822,-79.39,6/20/2013,2161,3028
2307,MILNER AVE,,BURROWS HALL BLVD,PRIVATE ACCESS,14-Jun-2012,43.79485,-79.21961,12/9/2013,6089,37
2309,NORTH QUEEN ST,137m WEST OF,INDEX RD,PRIVATE ACCESS,08-Nov-2011,43.61912,-79.55527,2/5/2013,10004,168
2310,DANFORTH RD,,BARRYMORE RD,PRIVATE ACCESS,06-Jun-2012,43.75042,-79.24442,11/18/2013,11263,209
2322,DANFORTH RD,,MAGNOLIA AVE,,30-Nov-2012,43.7227,-79.255664,11/21/2013,10541,472
2324,LAIRD DR,,ESANDAR DR,PRIVATE ACCESS,18-Jan-2012,43.70529,-79.36148,5/2/2013,13845,323
2325,BIRCHMOUNT RD,,FOXRIDGE DR,,19-Dec-2012,43.721814,-79.274485,11/12/2013,9327,115
2330,SENTINEL RD,,COOK RD,,17-Sep-2012,43.767039,-79.501185,12/5/2013,6160,1504
2333,FINCH AVE W,,MILADY RD,,05-Feb-2013,43.74731,-79.564383,12/9/2013,15773,368
2364,LAWRENCE AVE W,,CORONA ST,PRIVATE ACCESS,19-Nov-2013,43.714339,-79.45238,6/13/2013,12634,180
